0.000000000000000000e+00,9.999999999999997780e-01,9.999999999999998890e-01,9.999999999999998890e-01
1.000000000000000000e+00,4.755560200253649639e-04,1.541713801724704618e-02,2.180724696116786293e-02
2.000000000000000000e+00,4.297411128384280750e-03,6.209655534990292380e-02,6.555464230994080543e-02
3.000000000000000000e+00,7.926513237794785213e-03,4.258679492421568735e-02,8.903096785835132310e-02
4.000000000000000000e+00,2.355866193166905511e-03,2.345065779688449564e-02,4.853726602484842445e-02
5.000000000000000000e+00,6.645228620451042092e-04,1.263614328705557795e-02,2.577834094826709707e-02
6.000000000000000000e+00,4.724790526086064231e-04,1.303283755496865808e-02,2.173658327816509542e-02
7.000000000000000000e+00,3.779965922225657100e-04,7.951693186574588373e-03,1.944213445644705357e-02
8.000000000000000000e+00,1.253728465768299920e-04,4.223746605096377095e-03,1.119700167798638735e-02
9.000000000000000000e+00,1.181994886435239298e-04,3.831589677469997030e-03,1.087195882274780839e-02
1.000000000000000000e+01,1.119235303657081847e-04,4.333041343746964202e-03,1.057939177673783773e-02
1.100000000000000000e+01,5.243142291086360290e-05,2.867447213981663950e-03,7.240954557989133164e-03
1.200000000000000000e+01,3.498926053168245002e-05,1.685061488649519570e-03,5.915172062728390849e-03
1.300000000000000000e+01,2.799152847440930427e-05,1.934953119015952582e-03,5.290702077646151219e-03
1.400000000000000000e+01,1.623908390561873516e-05,1.407098008503228576e-03,4.029774671817114816e-03
1.500000000000000000e+01,1.783954749606494664e-05,1.403533436941131708e-03,4.223688849343065245e-03
1.600000000000000000e+01,1.429109363723302549e-05,1.166802190378619540e-03,3.780356284430480378e-03
1.700000000000000000e+01,1.206102016478147948e-05,1.098978253377112715e-03,3.472897949088265407e-03
1.800000000000000000e+01,8.260631295708702163e-06,9.647145680445438909e-04,2.874131398476538479e-03
1.900000000000000000e+01,7.322598104288478136e-06,8.057619093433466065e-04,2.706029952585240275e-03
2.000000000000000000e+01,4.667079209193458972e-06,7.144093906269046801e-04,2.160342382399942432e-03
