0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.875488010744377618e-05,6.123614938868721796e-03,9.420980846357972227e-03
2.000000000000000000e+00,7.017418372009448513e-03,6.663330832096416023e-02,8.377003266090714273e-02
3.000000000000000000e+00,4.965272635502638969e-03,4.172779301448479444e-02,7.046469070039716731e-02
4.000000000000000000e+00,9.667356015845786268e-04,1.598522758437862651e-02,3.109237208037654229e-02
5.000000000000000000e+00,5.457026695825370000e-04,9.022945062170930827e-03,2.336027974110192404e-02
6.000000000000000000e+00,4.744397085409729660e-04,1.145616391120646629e-02,2.178163695733112068e-02
7.000000000000000000e+00,1.745145345881398042e-04,5.725393006464022522e-03,1.321039494444204050e-02
8.000000000000000000e+00,1.356065102606316558e-04,4.986685855372807556e-03,1.164502083556022069e-02
9.000000000000000000e+00,1.429304037771751495e-04,5.098387099096024153e-03,1.195535042469166379e-02
1.000000000000000000e+01,3.468600051417287814e-05,2.289877152732456515e-03,5.889482194061959781e-03
1.100000000000000000e+01,4.987431575135220605e-05,3.363483482570467104e-03,7.062175001467480180e-03
1.200000000000000000e+01,3.504987047756502518e-05,3.169663848954776784e-03,5.920293107403131611e-03
1.300000000000000000e+01,2.679996295705423662e-05,1.716232486047564437e-03,5.176868064482060584e-03
1.400000000000000000e+01,2.871834230903233805e-05,1.545503596556467574e-03,5.358949739364265996e-03
1.500000000000000000e+01,1.728390540333538781e-05,1.363676515749598058e-03,4.157391658640713882e-03
1.600000000000000000e+01,6.619080293733736632e-06,6.773261294205637972e-04,2.572757332850056713e-03
1.700000000000000000e+01,9.603010906952625522e-06,8.980310665766115009e-04,3.098872521894475464e-03
1.800000000000000000e+01,7.279372672860093453e-06,7.565128505128361405e-04,2.698031258688470858e-03
1.900000000000000000e+01,7.101576828133201988e-06,7.600578995454893841e-04,2.664878388995115498e-03
2.000000000000000000e+01,3.798714144995817888e-06,6.350226738266730132e-04,1.949029026206592361e-03
