0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.415820099774226635e-05,2.211622071849176242e-03,3.762738497124436948e-03
2.000000000000000000e+00,1.290243650223138819e-02,7.122139098800822632e-02,1.135888925125665139e-01
3.000000000000000000e+00,2.895795320281017039e-03,2.587313689288476756e-02,5.381259443922971342e-02
4.000000000000000000e+00,3.216489070729855026e-03,2.913473065988184812e-02,5.671409939979524251e-02
5.000000000000000000e+00,4.275663185867490420e-04,9.452166322670893170e-03,2.067767681792974030e-02
6.000000000000000000e+00,2.000203376548340779e-04,7.502035227328457921e-03,1.414285465013460745e-02
7.000000000000000000e+00,1.852918041613790324e-04,4.575485946654122942e-03,1.361219321642838896e-02
8.000000000000000000e+00,1.810467771623070030e-04,4.802878070163769768e-03,1.345536239431354038e-02
9.000000000000000000e+00,1.173574447502469877e-04,4.189646828451702200e-03,1.083316411535646326e-02
1.000000000000000000e+01,6.718512589823561788e-05,3.080354042921866140e-03,8.196653335248211061e-03
1.100000000000000000e+01,5.190014055663170345e-05,2.648380863244670716e-03,7.204175216957989930e-03
1.200000000000000000e+01,2.987796146337573760e-05,2.197993429072150721e-03,5.466073678919425131e-03
1.300000000000000000e+01,4.245175268330419690e-05,2.225855073261668107e-03,6.515500954132705594e-03
1.400000000000000000e+01,2.489384255799187187e-05,1.514063935155047971e-03,4.989372962406385219e-03
1.500000000000000000e+01,1.584515897162352537e-05,1.155970166226653623e-03,3.980597815859261875e-03
1.600000000000000000e+01,1.108625143722392668e-05,1.537544150141968800e-03,3.329602294152249949e-03
1.700000000000000000e+01,1.387211599343448261e-05,1.200165980491441726e-03,3.724528962625271548e-03
1.800000000000000000e+01,6.810095346197640825e-06,8.964314737021190308e-04,2.609615938447196280e-03
1.900000000000000000e+01,6.556798343255297504e-06,8.062825041017994366e-04,2.560624600220676172e-03
2.000000000000000000e+01,6.929962285417893043e-06,8.299262938010750846e-04,2.632482152915360720e-03
