0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.933626905590866581e-04,1.334689736404397892e-02,1.983337315130955306e-02
2.000000000000000000e+00,6.231590301031999200e-03,7.456390796518840014e-02,7.894042247817020796e-02
3.000000000000000000e+00,1.666490425518497680e-03,1.838249020750013299e-02,4.082267048489721106e-02
4.000000000000000000e+00,7.057888093956520090e-04,1.150628788161981060e-02,2.656668608230337847e-02
5.000000000000000000e+00,3.500486543003883855e-04,7.645977775018403602e-03,1.870958722955662692e-02
6.000000000000000000e+00,4.608099259054392462e-04,9.711044717450059705e-03,2.146648378066233834e-02
7.000000000000000000e+00,1.235771778271232925e-04,3.924498627472580194e-03,1.111652723772686528e-02
8.000000000000000000e+00,2.190229709531602985e-04,6.835766490538584643e-03,1.479942468318144744e-02
9.000000000000000000e+00,7.284755407239494151e-05,3.682320551168570197e-03,8.535077859773450640e-03
1.000000000000000000e+01,3.930781605349781532e-05,2.005223863589386622e-03,6.269594568510616049e-03
1.100000000000000000e+01,6.530788648467057223e-05,3.489134970392663865e-03,8.081329499820594578e-03
1.200000000000000000e+01,4.548413377752895138e-05,2.852846244869144520e-03,6.744192596414262143e-03
1.300000000000000000e+01,1.521686110352476824e-05,1.076846298618452892e-03,3.900879529481110324e-03
1.400000000000000000e+01,2.880747046409865510e-05,1.850859110544887534e-03,5.367259120267872143e-03
1.500000000000000000e+01,1.721532981495662302e-05,1.227747869483753395e-03,4.149136032351388378e-03
1.600000000000000000e+01,1.479441974196492099e-05,1.261556379204010906e-03,3.846351484454446201e-03
1.700000000000000000e+01,1.289185479498879354e-05,1.094551144087896810e-03,3.590522913864886180e-03
1.800000000000000000e+01,9.123373580264969751e-06,9.669464259888327449e-04,3.020492274491853348e-03
1.900000000000000000e+01,1.352439129382645018e-05,1.453401531197016060e-03,3.677552350929412864e-03
2.000000000000000000e+01,5.395215966603553463e-06,7.463200885542373717e-04,2.322760419544717646e-03
