0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.716621941047585136e-04,1.086595001642506539e-02,1.648217807526537043e-02
2.000000000000000000e+00,5.913829258229331802e-03,7.049258246788829563e-02,7.690142559295849722e-02
3.000000000000000000e+00,3.259561189272554890e-03,2.878423565738539094e-02,5.709256684781789659e-02
4.000000000000000000e+00,1.563376588104966420e-03,1.592250184815657832e-02,3.953955725732100773e-02
5.000000000000000000e+00,7.198972351312199914e-04,1.172889750115702415e-02,2.683090075139520775e-02
6.000000000000000000e+00,2.448605818825980510e-04,7.331468759595141833e-03,1.564802166034409692e-02
7.000000000000000000e+00,1.908803221049815103e-04,5.640159791313550768e-03,1.381594448834322364e-02
8.000000000000000000e+00,1.152034435117606844e-04,4.270750481441435570e-03,1.073328670593312259e-02
9.000000000000000000e+00,6.570011243255021978e-05,2.954469734129519694e-03,8.105560587186441332e-03
1.000000000000000000e+01,7.304245337526271643e-05,2.937214446599605878e-03,8.546487780092048431e-03
1.100000000000000000e+01,3.227922221833599083e-05,2.046682953153068380e-03,5.681480636096192249e-03
1.200000000000000000e+01,2.088820739414785606e-05,1.586435743326502536e-03,4.570361844990816248e-03
1.300000000000000000e+01,1.327781468011062764e-05,1.367859626324720084e-03,3.643873581795974842e-03
1.400000000000000000e+01,1.625694920745873910e-05,1.543944113536129502e-03,4.031990725120624189e-03
1.500000000000000000e+01,7.253581649488806751e-06,9.707365577938979143e-04,2.693247417057855007e-03
1.600000000000000000e+01,5.486765564051355341e-06,6.123121933901334987e-04,2.342384589270377591e-03
1.700000000000000000e+01,3.724473957229245185e-06,5.987696335676641248e-04,1.929889623068958143e-03
1.800000000000000000e+01,4.583207877096655881e-06,7.791109932437641043e-04,2.140842795979344074e-03
1.900000000000000000e+01,3.670076486752041018e-06,6.443270967804138553e-04,1.915744368842576314e-03
2.000000000000000000e+01,4.371173526774686663e-06,6.637125016587725780e-04,2.090735164188589189e-03
