0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.908008101324240026e-04,1.285647078188227772e-02,1.705288275138323872e-02
2.000000000000000000e+00,2.389685505385793704e-02,1.347433101791788157e-01,1.545860765200344211e-01
3.000000000000000000e+00,2.256693448497822368e-03,2.281330678716926227e-02,4.750466764958809901e-02
4.000000000000000000e+00,1.636258164126861434e-03,2.175229720843106437e-02,4.045068805504872106e-02
5.000000000000000000e+00,6.998375078911558099e-04,1.002812249234877155e-02,2.645444212020272093e-02
6.000000000000000000e+00,4.118516138785901300e-04,1.011704351540838528e-02,2.029412757126036401e-02
7.000000000000000000e+00,2.256271073094236082e-04,6.522591731865977870e-03,1.502088903192562788e-02
8.000000000000000000e+00,9.881500681196545607e-05,3.561642808040432588e-03,9.940573766738288602e-03
9.000000000000000000e+00,1.321332191088988748e-04,3.491657846498787306e-03,1.149492144857453511e-02
1.000000000000000000e+01,5.970059428525117842e-05,2.838089329203804211e-03,7.726615965948559032e-03
1.100000000000000000e+01,6.284633973987135492e-05,3.547875577262462037e-03,7.927568337130330017e-03
1.200000000000000000e+01,9.831769915771452562e-05,3.425723269504782516e-03,9.915528183496556333e-03
1.300000000000000000e+01,4.540252009125415856e-05,2.215117581419099018e-03,6.738139215781620631e-03
1.400000000000000000e+01,3.152516174233637591e-05,2.373373337103683312e-03,5.614727218871490289e-03
1.500000000000000000e+01,2.329578922899248555e-05,1.723375445986649818e-03,4.826571166883637971e-03
1.600000000000000000e+01,2.112009915531459569e-05,1.230173935925297536e-03,4.595660905170723641e-03
1.700000000000000000e+01,1.724048580257365931e-05,1.236095002595744572e-03,4.152166398709673453e-03
1.800000000000000000e+01,1.222243307774451114e-05,8.796833653587289754e-04,3.496059650198278610e-03
1.900000000000000000e+01,1.053880061974960767e-05,8.767930387673966881e-04,3.246351894011123129e-03
2.000000000000000000e+01,8.513764419803734648e-06,6.716433952254062013e-04,2.917835571070401170e-03
